,city,mar_status,age,xaccount_age,cred_limit,this_bill_rate,this_bill_mp,last_mp_days,six_bill_num,six_bill_avg_amt,six_cycle_mp_num,six_cycle_mp_avg_amt,six_bill_avg_debt_rate,six_bill_low_repay_num,epp_nbr_12m,alop_nbr_12m,epp_avg_amt_12m,alop_avg_amt_12m,consume_num_session12,consume_num_session6,consume_num_session3,consume_num_session,consume_amt_session12,consume_amt_session6,consume_amt_session3,consume_amt_session,month_avg_use_year,month_avg_use_month6,month_avg_use_month3,y
8510,16.0,2.0,35.0,8.0,23000.0,0.435869565,9523.16,9999.0,6.0,1589.61,0.0,0.0,0.158961,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,11224.38,11131.08,10025.0,10025.0,0.077409517,0.08562369199999999,0.145289855,1.0
4623,113.0,1.0,39.0,10.0,2000.0,1.004,1878.65,9999.0,6.0,1412.36,0.0,0.0,0.0847416,0.0,0.0,0.0,0.0,0.0,35.0,14.0,8.0,2.0,18978.92,14004.7,8005.0,2000.0,0.948946,1.167058333,1.334166667,0.0
4775,102.0,0.0,35.0,11.0,40000.0,0.1201115,5835.7,211.0,6.0,4707.23,0.0,0.0,0.37657840000000004,3.0,1.0,0.0,959.33,0.0,6.0,3.0,3.0,1.0,18933.0,7445.0,7445.0,4029.0,0.055685294,0.033840909,0.062041667,0.0
5457,89.0,0.0,39.0,8.0,10000.0,0.9924799999999999,9428.56,9999.0,6.0,6236.85,0.0,0.0,0.49894799999999995,0.0,0.0,0.0,0.0,0.0,33.0,25.0,22.0,7.0,63096.43,43283.06,26833.06,9924.8,0.788705375,0.7213843329999999,0.894435333,0.0
6593,26.0,0.0,55.0,8.0,5000.0,1.2788,4750.0,9999.0,6.0,4987.83,0.0,0.0,0.171011314,0.0,0.0,0.0,0.0,0.0,28.0,28.0,13.0,7.0,32230.0,32230.0,16443.0,6386.0,1.074333333,1.074333333,1.0962,0.0
8355,127.0,0.0,47.0,1.0,15000.0,0.18,2430.0,9999.0,1.0,2700.0,0.0,0.0,0.46285714299999997,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2700.0,2700.0,2700.0,2700.0,0.18,0.18,0.18,1.0
3885,17.0,0.0,29.0,61.0,20000.0,0.1027055,734.89,30.0,6.0,4203.69,4.0,1602.265,0.542411613,0.0,5.0,0.0,1110.57,0.0,243.0,212.0,95.0,14.0,26183.47,16401.61,3629.63,155.0,0.18702478600000003,0.136680083,0.060493833,0.0
7307,0.0,0.0,32.0,5.0,50000.0,0.8991600000000001,42709.15,9999.0,5.0,36708.2,0.0,0.0,2.202492,0.0,0.0,0.0,0.0,0.0,18.0,18.0,14.0,2.0,186443.88,186443.88,137755.88,44958.0,0.793378213,0.793378213,0.950040552,0.0
6696,132.0,0.0,37.0,15.0,15000.0,0.09653266699999999,1375.59,9999.0,6.0,4364.84,0.0,0.0,0.2618904,4.0,0.0,0.0,0.0,0.0,99.0,4.0,2.0,2.0,36571.69,2620.19,1447.99,1447.99,0.20317605600000002,0.029113222,0.032177556,0.0
7540,57.0,0.0,30.0,7.0,1.0,0.0,0.0,9999.0,6.0,2943.84,0.0,0.0,0.321146182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,18.0,2.0,28.0,26.0,24000.0,0.494625,780.32,284.0,6.0,11059.97,0.0,0.0,3.686656667,1.0,3.0,2.0,1492.39,5666.67,38.0,29.0,23.0,10.0,79938.85,53014.95,35549.0,11827.0,0.306866987,0.368159375,0.49373611100000003,0.0
3112,84.0,2.0,29.0,3.0,6000.0,0.666333333,3798.1,9999.0,3.0,2662.5,0.0,0.0,0.0639,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,7988.5,7988.5,7988.5,3998.0,0.443805556,0.443805556,0.443805556,0.0
4741,121.0,2.0,32.0,32.0,16500.0,0.318181818,4987.5,9999.0,6.0,1856.7,0.0,0.0,0.445608,0.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,1.0,40754.92,12996.92,5960.45,5250.0,0.224545014,0.13128202,0.12041313099999999,0.0
5204,84.0,0.0,28.0,23.0,25000.0,0.0475884,0.0,9999.0,6.0,15689.35,0.0,0.0,2.9884476189999996,2.0,0.0,2.0,0.0,11916.67,55.0,16.0,6.0,1.0,73468.93,32949.77,15923.0,58.0,0.256884371,0.219665133,0.212306667,0.0
8439,9.0,0.0,45.0,14.0,5500.0,0.822818182,3780.89,9999.0,6.0,3346.69,0.0,0.0,0.334669,0.0,0.0,3.0,0.0,1250.0,30.0,13.0,6.0,1.0,42945.8,21366.2,12076.0,3980.0,0.660704615,0.647460606,0.731878788,1.0
1705,51.0,2.0,23.0,3.0,8000.0,0.10103,7.6,9999.0,3.0,973.14,0.0,0.0,0.1167768,1.0,5.0,1.0,435.0,333.33,6.0,6.0,6.0,1.0,5470.0,5470.0,5470.0,810.0,0.227916667,0.227916667,0.227916667,0.0
2682,68.0,0.0,41.0,2.0,20000.0,0.1,1816.4,9999.0,2.0,1019.15,0.0,0.0,0.061149,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,2126.3,2126.3,2126.3,2000.0,0.0531575,0.0531575,0.0531575,0.0
6014,5.0,2.0,27.0,15.0,15000.0,1.040066667,14157.11,299.0,6.0,11610.1,0.0,0.0,2.211447619,0.0,3.0,0.0,874.34,0.0,142.0,118.0,77.0,30.0,107572.48,78098.81,44141.0,15601.0,0.632779294,0.8677645559999999,0.980911111,0.0
5577,109.0,0.0,37.0,5.0,2000.0,1.0,1900.0,9999.0,5.0,930.01,0.0,0.0,0.310003333,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,4634.5,4634.5,4000.0,2000.0,0.46345,0.46345,0.666666667,0.0
3942,129.0,1.0,32.0,12.0,28000.0,0.551667143,10493.16,9999.0,6.0,12135.92,0.0,0.0,2.9126208,0.0,5.0,1.0,1111.0,583.33,89.0,45.0,27.0,11.0,200143.05,104583.52,51595.68,13082.9,0.735820037,0.688049474,0.614234286,0.0
2290,121.0,0.0,46.0,62.0,18000.0,0.27777777800000003,0.3,9999.0,6.0,7361.56,0.0,0.0,1.132547692,2.0,0.0,1.0,0.0,4500.0,17.0,6.0,2.0,1.0,143520.0,46810.0,12630.0,5000.0,0.5955186720000001,0.433425926,0.233888889,0.0
2795,121.0,0.0,51.0,54.0,50000.0,0.0407,1889.07,9999.0,6.0,271.04,0.0,0.0,0.0162624,0.0,0.0,0.0,0.0,0.0,13.0,9.0,4.0,1.0,34703.38,8466.66,4999.66,2035.0,0.05179609,0.0282222,0.033331067,0.0
9936,94.0,0.0,31.0,8.0,50000.0,0.752416,29027.16,149.0,6.0,26383.91,1.0,42244.79,2.512753333,0.0,1.0,1.0,3520.4,4166.67,24.0,18.0,10.0,3.0,183415.0,137740.0,79780.0,30580.0,0.4585375,0.459133333,0.5318666670000001,1.0
1721,23.0,0.0,24.0,15.0,13500.0,0.9256355559999999,11831.11,27.0,6.0,5742.22,1.0,12496.55,0.765629333,1.0,1.0,0.0,1041.38,0.0,133.0,86.0,32.0,20.0,80402.45,39663.11,25973.35,12496.08,0.54143064,0.489668025,0.641317284,0.0
191,51.0,0.0,32.0,7.0,2000.0,0.064,1888.6,9999.0,6.0,1687.37,0.0,0.0,0.10073850699999999,0.0,0.0,0.0,0.0,0.0,11.0,7.0,3.0,1.0,11454.8,10147.5,4103.5,128.0,0.8182,0.845625,0.683916667,0.0
5415,124.0,0.0,27.0,18.0,10000.0,0.9989,9475.61,9999.0,6.0,8584.9,0.0,0.0,3.5523724139999997,0.0,0.0,0.0,0.0,0.0,24.0,9.0,3.0,1.0,129512.69,59707.0,29975.0,9989.0,1.079272417,0.995116667,0.999166667,0.0
4709,38.0,0.0,35.0,3.0,30000.0,1.321301667,28066.85,9999.0,2.0,29687.03,0.0,0.0,1.7812218,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,7.0,69469.05,69469.05,69469.05,39639.05,1.1578175,1.1578175,1.1578175,0.0
6122,46.0,0.0,39.0,19.0,10000.0,0.300336,238.03,9999.0,6.0,3131.45,0.0,0.0,0.32962631600000003,5.0,6.0,0.0,2233.58,0.0,11.0,4.0,3.0,2.0,28060.79,16486.85,7394.85,2308.85,0.23383991699999998,0.274780833,0.246495,0.0
4656,90.0,0.0,29.0,8.0,15000.0,0.060777332999999996,551.0,9999.0,6.0,1507.36,0.0,0.0,0.19242893600000002,1.0,0.0,0.0,0.0,0.0,25.0,22.0,6.0,1.0,8884.14,8581.54,6285.0,580.0,0.1184552,0.128082687,0.169864865,0.0
530,56.0,0.0,31.0,12.0,50000.0,0.7207600000000001,34235.7,238.0,6.0,20420.11,0.0,0.0,2.816566897,0.0,1.0,1.0,416.67,83.33,136.0,54.0,28.0,7.0,288315.27,139452.41,86100.47,36038.0,0.48052545,0.464841367,0.5740031329999999,0.0
7972,41.0,0.0,55.0,5.0,30000.0,0.677048667,16538.5,30.0,5.0,9760.2,1.0,9853.3,1.46403,1.0,1.0,0.0,821.11,0.0,47.0,47.0,47.0,42.0,31058.25,31058.25,31058.25,20686.35,0.5176375,0.5176375,0.5176375,0.0
8958,115.0,0.0,31.0,5.0,28000.0,0.030258571,660.2,60.0,5.0,362.84,1.0,533.06,0.043540800000000004,0.0,1.0,0.0,44.42,0.0,61.0,61.0,40.0,11.0,3078.01,3078.01,2451.06,738.4,0.026534568999999997,0.026534568999999997,0.032250789,1.0
8514,84.0,2.0,28.0,10.0,7000.0,1.008181429,6649.31,9999.0,6.0,3606.18,0.0,0.0,0.540927,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.0,4.0,21715.05,21715.05,21182.37,7057.27,0.517025,0.517025,1.008684286,1.0
7532,72.0,0.0,37.0,8.0,20000.0,0.052802999999999996,7.6,175.0,6.0,1007.6,0.0,0.0,0.14745365900000001,6.0,1.0,0.0,1572.09,0.0,3.0,0.0,0.0,0.0,19909.0,0.0,0.0,0.0,0.12443125,0.0,0.0,0.0
6158,83.0,0.0,37.0,18.0,20000.0,1.0019,18961.98,9999.0,6.0,17252.32,0.0,0.0,2.0702784,3.0,0.0,0.0,0.0,0.0,46.0,12.0,9.0,6.0,130366.3,33135.0,26700.0,20030.0,0.543192917,0.276125,0.445,0.0
1460,6.0,0.0,30.0,15.0,7500.0,1.0,6877.23,9999.0,6.0,6205.02,0.0,0.0,1.861506,0.0,0.0,0.0,0.0,0.0,85.0,54.0,27.0,8.0,61253.49,45000.0,22500.0,7500.0,0.6805943329999999,1.0,1.0,0.0
6998,135.0,0.0,39.0,8.0,45000.0,0.9911111109999999,42370.0,9999.0,6.0,32807.29,0.0,0.0,2.7530593010000004,0.0,0.0,0.0,0.0,0.0,13.0,7.0,3.0,1.0,283493.0,228600.0,99100.0,44600.0,0.7874805559999999,0.846666667,0.734074074,0.0
9566,55.0,0.0,29.0,7.0,15000.0,0.6854066670000001,3221.09,30.0,6.0,2857.69,3.0,3238.27,0.285769,0.0,4.0,0.0,1673.21,0.0,31.0,22.0,10.0,3.0,42746.21,31887.01,19380.74,6934.68,0.407106762,0.35430011100000003,0.430683111,1.0
291,136.0,0.0,40.0,5.0,40000.0,0.07460325,2363.09,9999.0,4.0,1116.39,0.0,0.0,0.0893112,2.0,4.0,0.0,993.33,0.0,41.0,41.0,39.0,36.0,14757.41,14757.41,7407.41,7102.91,0.105410071,0.105410071,0.06734009099999999,0.0
3616,88.0,0.0,42.0,15.0,15000.0,1.000466667,14250.0,9999.0,6.0,12860.71,0.0,0.0,1.5432852,0.0,0.0,0.0,0.0,0.0,36.0,18.0,10.0,4.0,174965.0,89986.0,44991.0,14999.0,0.972027778,0.999844444,0.9998,0.0
4235,125.0,2.0,33.0,54.0,177000.0,0.127632825,16707.92,11.0,6.0,22787.21,4.0,9386.725,2.055988872,3.0,11.0,0.0,8092.69,0.0,254.0,134.0,67.0,27.0,172076.46,71700.77,37450.94,17587.28,0.08101528200000001,0.067514849,0.070529077,0.0
4762,16.0,2.0,36.0,87.0,160000.0,0.572928375,80324.4,350.0,6.0,27752.97,0.0,0.0,2.775297,3.0,1.0,0.0,2021.43,0.0,49.0,14.0,10.0,2.0,137069.75,117149.31,112344.43,54628.0,0.073852236,0.128453191,0.234050896,0.0
9561,17.0,0.0,35.0,7.0,10000.0,0.59901,2126.12,119.0,6.0,1317.25,1.0,8667.61,0.031613999999999996,0.0,1.0,0.0,722.3,0.0,118.0,105.0,52.0,16.0,70184.97,57743.19,33004.0,5990.1,1.002642429,0.9623865,1.100133333,1.0
1352,131.0,0.0,39.0,10.0,40000.0,0.426026,13338.13,9999.0,6.0,15270.14,0.0,0.0,1.7451588569999998,0.0,0.0,0.0,0.0,0.0,133.0,126.0,75.0,22.0,131543.12,112238.21,65080.64,17203.75,0.453596966,0.56119105,0.5916421820000001,0.0
4318,125.0,2.0,28.0,2.0,6000.0,1.0,5700.0,9999.0,2.0,6000.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,12000.0,12000.0,12000.0,6000.0,1.0,1.0,1.0,0.0
8649,85.0,2.0,42.0,54.0,120000.0,0.43109058299999997,20538.35,14.0,6.0,50649.95,1.0,69900.0,2.4311976000000004,4.0,11.0,0.0,17655.45,0.0,24.0,18.0,12.0,6.0,236324.01,151699.01,94181.0,21635.0,0.164113896,0.21069306899999998,0.261613889,1.0
3895,18.0,2.0,33.0,88.0,36500.0,0.030069863,10152.21,515.0,6.0,12048.07,0.0,0.0,2.7803238460000004,4.0,1.0,2.0,10.36,3000.0,103.0,48.0,30.0,5.0,38862.76,23158.85,21204.45,302.8,0.088727763,0.105748174,0.193647945,0.0
6285,16.0,2.0,26.0,15.0,10000.0,0.074637,180.21,9999.0,6.0,1902.67,0.0,0.0,0.262437241,0.0,1.0,0.0,695.83,0.0,92.0,71.0,33.0,6.0,13171.47,2872.12,1658.56,189.7,0.10976225,0.047868667000000004,0.055285333,0.0
2531,110.0,0.0,58.0,12.0,7500.0,0.269866667,5350.93,303.0,6.0,4341.06,0.0,0.0,0.651159,5.0,1.0,1.0,420.17,250.0,7.0,1.0,1.0,1.0,15873.0,2024.0,2024.0,2024.0,0.176366667,0.044977777999999996,0.08995555599999999,0.0
7897,73.0,0.0,38.0,4.0,2000.0,1.0035,1895.25,9999.0,2.0,1991.5,0.0,0.0,0.59745,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3999.0,3999.0,3999.0,1999.0,0.99975,0.99975,0.99975,0.0
7946,16.0,0.0,34.0,3.0,20000.0,0.131722,2041.11,9999.0,3.0,5170.73,0.0,0.0,0.2068292,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.0,30.0,22840.2,22840.2,22840.2,9385.44,0.38067,0.38067,0.38067,0.0
4256,107.0,2.0,24.0,19.0,4000.0,0.049964999999999996,3799.05,9999.0,6.0,3480.25,0.0,0.0,1.740125,6.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,1.0,2308.86,1193.86,576.86,191.86,0.04810125,0.049744167,0.048071667,0.0
7559,17.0,0.0,42.0,68.0,103500.0,0.009428309000000001,926.75,9999.0,6.0,2015.17,0.0,0.0,0.16229557,0.0,0.0,0.0,0.0,0.0,63.0,24.0,9.0,2.0,27077.02,14109.45,9508.72,975.83,0.021801143,0.022720531000000002,0.030623897,0.0
7613,11.0,2.0,32.0,59.0,28000.0,0.063090357,0.0,1240.0,6.0,1411.43,0.0,0.0,0.13882918,2.0,0.0,1.0,0.0,833.33,17.0,10.0,0.0,0.0,4353.1,2821.3,0.0,0.0,0.014510333,0.018561183999999998,0.0,0.0
2044,17.0,2.0,29.0,89.0,30000.0,0.107998,28115.72,1429.0,6.0,25876.7,0.0,0.0,4.436005713999999,3.0,0.0,0.0,0.0,0.0,187.0,68.0,36.0,18.0,68060.98,12254.23,5571.53,2925.12,0.181495947,0.068079056,0.061905889000000006,0.0
8820,24.0,0.0,39.0,1.0,2000.0,0.61995,1115.91,9999.0,1.0,1289.9,0.0,0.0,0.154788,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1239.9,1239.9,1239.9,1239.9,0.61995,0.61995,0.61995,1.0
7871,88.0,2.0,27.0,5.0,10000.0,0.6849,6506.55,9999.0,4.0,8180.75,0.0,0.0,1.2271125,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,2.0,32699.0,32699.0,25449.0,6849.0,0.817475,0.817475,0.8483,0.0
9763,52.0,2.0,26.0,7.0,50000.0,0.6448702,24641.09,17.0,6.0,30592.79,2.0,26531.835,4.079038667,0.0,3.0,4.0,5095.3,3916.67,353.0,329.0,113.0,46.0,213490.65,182479.68,57423.17,25937.99,0.609973286,0.6082656,0.382821133,1.0
8436,131.0,0.0,41.0,10.0,32500.0,0.479594769,13496.65,91.0,6.0,3768.2,2.0,4139.5,0.57238481,3.0,3.0,0.0,945.29,0.0,23.0,14.0,7.0,3.0,41230.87,29499.63,15286.0,14198.0,0.20876389899999998,0.214542764,0.19723871,1.0
9466,117.0,0.0,37.0,5.0,10000.0,0.183968,902.18,60.0,5.0,2897.76,3.0,3326.736667,0.17386559999999998,2.0,3.0,0.0,831.68,0.0,5.0,5.0,1.0,1.0,10755.0,10755.0,1000.0,1000.0,0.2151,0.2151,0.033333333,1.0
6692,16.0,0.0,42.0,5.0,10000.0,0.13852799999999998,1316.02,9999.0,5.0,1515.19,0.0,0.0,0.079053391,0.0,0.0,0.0,0.0,0.0,69.0,69.0,48.0,18.0,7783.4,7783.4,2694.95,1504.46,0.155668,0.155668,0.08983166699999999,0.0
8954,28.0,0.0,34.0,54.0,95000.0,0.20944526300000002,59073.03,181.0,6.0,49632.85,0.0,0.0,2.9779709999999997,3.0,7.0,0.0,5945.72,0.0,49.0,30.0,19.0,5.0,153940.57,90735.49,44393.19,12050.98,0.135035588,0.15918507,0.15576557900000002,1.0
9186,89.0,0.0,33.0,21.0,42000.0,0.32443619,3480.06,30.0,6.0,10270.21,4.0,5876.5425,1.600552208,2.0,6.0,0.0,2833.96,0.0,16.0,9.0,7.0,3.0,57096.0,36908.0,33908.0,10865.0,0.11546208300000001,0.14646031699999998,0.269111111,1.0
8201,114.0,0.0,22.0,11.0,2000.0,0.12243,1002.8,253.0,6.0,578.12,0.0,0.0,0.231248,1.0,1.0,0.0,142.33,0.0,18.0,9.0,7.0,3.0,7168.45,4215.0,2505.0,123.0,0.3584225,0.35125,0.4175,1.0
2655,62.0,2.0,26.0,21.0,15000.0,0.027526667,13497.07,9999.0,6.0,12536.71,0.0,0.0,3.4986167439999996,6.0,0.0,0.0,0.0,0.0,86.0,37.0,25.0,5.0,6719.34,3687.81,2134.11,400.9,0.037329667000000004,0.040975667,0.047424667000000004,0.0
2369,131.0,0.0,53.0,78.0,1000.0,1.0,950.0,9999.0,6.0,857.14,0.0,0.0,0.15125999999999998,0.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,1.0,31997.0,6000.0,3000.0,1000.0,0.99990625,1.0,1.0,0.0
5933,39.0,0.0,32.0,18.0,3000.0,0.532516667,1517.67,9999.0,6.0,1461.13,0.0,0.0,0.1753356,0.0,0.0,0.0,0.0,0.0,90.0,35.0,10.0,4.0,62178.19,13208.23,3880.39,1585.55,0.647689479,0.733790556,0.43115444399999997,0.0
5035,72.0,0.0,36.0,15.0,10000.0,0.08974299999999999,188.97,9999.0,6.0,1332.55,0.0,0.0,0.31354117600000003,3.0,0.0,2.0,0.0,1083.33,10.0,8.0,8.0,5.0,2714.33,716.33,716.33,432.68,0.022809496000000002,0.012141186000000002,0.023877667,0.0
1756,5.0,2.0,26.0,7.0,15000.0,0.11756199999999999,12952.43,9999.0,6.0,8919.53,0.0,0.0,1.321411852,5.0,0.0,1.0,0.0,583.33,18.0,17.0,7.0,3.0,12578.4,12360.4,2503.4,34.0,0.119794286,0.137337778,0.055631111,0.0
1685,9.0,0.0,34.0,5.0,2000.0,1.3694,694.26,9999.0,2.0,665.4,0.0,0.0,0.19962,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,4530.8,4530.8,4530.8,2730.8,1.1327,1.1327,1.1327,0.0
7753,95.0,0.0,34.0,78.0,19500.0,0.033246154,13574.64,316.0,6.0,15128.44,0.0,0.0,3.78211,4.0,7.0,0.0,1277.63,0.0,82.0,15.0,3.0,0.0,38415.64,14737.7,3710.0,0.0,0.164169402,0.125963248,0.063418803,0.0
2909,9.0,2.0,26.0,19.0,3000.0,0.105213333,2779.03,542.0,6.0,2556.14,0.0,0.0,1.136062222,3.0,0.0,0.0,0.0,0.0,53.0,25.0,16.0,10.0,2864.48,1291.33,459.35,307.64,0.079568889,0.071740556,0.051038889000000004,0.0
2039,68.0,0.0,29.0,5.0,23000.0,0.869565217,19000.0,9999.0,3.0,7857.29,0.0,0.0,0.6285831999999999,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20000.0,20000.0,20000.0,20000.0,0.869565217,0.869565217,0.869565217,0.0
8762,78.0,0.0,43.0,8.0,20000.0,0.318696,1873.29,24.0,6.0,4695.37,1.0,7300.0,0.311295249,5.0,4.0,0.0,2553.17,0.0,37.0,19.0,5.0,1.0,46886.64,10099.54,8150.0,2300.0,0.2930415,0.084162833,0.135833333,1.0
3829,132.0,2.0,21.0,12.0,9500.0,0.804607368,7261.58,9999.0,6.0,2410.29,0.0,0.0,0.413192571,0.0,0.0,0.0,0.0,0.0,106.0,66.0,38.0,17.0,50079.6,18243.02,11550.02,7635.77,0.578954913,0.409955506,0.49149021299999995,0.0
9318,7.0,0.0,41.0,14.0,9000.0,0.22715111100000002,1140.34,30.0,6.0,2869.08,3.0,1359.443333,1.275146667,6.0,4.0,1.0,1014.2,2583.33,20.0,9.0,4.0,2.0,35091.8,5421.0,1913.0,1213.0,0.344037255,0.10038888900000001,0.070851852,1.0
8244,62.0,1.0,41.0,2.0,15000.0,0.432466667,6134.15,9999.0,2.0,3588.5,0.0,0.0,0.086124,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,7207.0,7207.0,7207.0,6487.0,0.24023333300000002,0.24023333300000002,0.24023333300000002,1.0
5441,1.0,0.0,43.0,76.0,7000.0,0.332907143,2213.83,9999.0,6.0,2798.9,0.0,0.0,0.671736,0.0,0.0,0.0,0.0,0.0,232.0,198.0,95.0,31.0,28576.93,21606.75,9923.57,2328.35,0.34020154799999996,0.514446429,0.472550952,0.0
8884,68.0,2.0,25.0,23.0,31500.0,0.173662222,4369.05,314.0,6.0,3507.02,0.0,0.0,0.42509333299999996,0.0,2.0,1.0,1712.26,666.67,144.0,73.0,10.0,1.0,49800.46,17319.54,6796.7,4599.0,0.161689805,0.096757207,0.071922751,1.0
5014,131.0,0.0,30.0,7.0,2000.0,1.26705,1303.07,9999.0,6.0,559.26,0.0,0.0,0.1342224,0.0,0.0,0.0,0.0,0.0,97.0,90.0,50.0,20.0,12374.34,10869.86,5137.94,2534.1,0.8838814290000001,0.905821667,0.856323333,0.0
6530,92.0,0.0,31.0,2.0,20000.0,1.0,18000.0,9999.0,1.0,20000.0,0.0,0.0,0.620155039,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20000.0,20000.0,20000.0,20000.0,1.0,1.0,1.0,0.0
5161,15.0,0.0,27.0,11.0,2000.0,4.48107,643.47,9999.0,6.0,815.9,0.0,0.0,0.09790800000000001,0.0,0.0,0.0,0.0,0.0,831.0,645.0,479.0,224.0,49626.3,38802.48,26155.53,14687.14,2.255740909,3.23354,4.359255,0.0
2829,1.0,2.0,27.0,59.0,5000.0,0.931506,1554.63,9999.0,6.0,2078.58,0.0,0.0,0.3325728,0.0,0.0,0.0,0.0,0.0,1094.0,523.0,207.0,95.0,69432.06,37129.91,16811.97,6241.13,1.335231923,1.326068214,1.120798,0.0
4798,121.0,0.0,44.0,23.0,3000.0,0.945,2686.14,9999.0,6.0,1788.76,0.0,0.0,0.14310079999999997,0.0,0.0,0.0,0.0,0.0,19.0,11.0,5.0,1.0,22031.38,12491.62,8175.59,2811.0,0.611982778,0.693978889,0.9083988890000001,0.0
3208,1.0,2.0,36.0,6.0,3000.0,0.002666667,2340.11,9999.0,6.0,2664.55,0.0,0.0,0.07993650000000001,1.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,13573.0,13573.0,10573.0,0.0,0.754055556,0.754055556,1.174777778,0.0
840,132.0,0.0,32.0,5.0,45000.0,0.050152889000000006,2083.32,9999.0,5.0,4279.1,0.0,0.0,0.282138462,0.0,0.0,0.0,0.0,0.0,34.0,34.0,21.0,6.0,21545.97,21545.97,11910.75,2256.88,0.095759867,0.095759867,0.088227778,0.0
4003,67.0,0.0,49.0,5.0,15000.0,0.311089333,7804.82,9999.0,5.0,6287.64,0.0,0.0,1.0335846579999999,2.0,1.0,0.0,916.67,0.0,5.0,5.0,3.0,1.0,25390.0,25390.0,12900.0,2500.0,0.338533333,0.338533333,0.286666667,0.0
5176,101.0,2.0,30.0,29.0,99000.0,0.16415919199999998,15439.17,540.0,6.0,5945.6,0.0,0.0,0.47564799999999996,0.0,0.0,0.0,0.0,0.0,182.0,101.0,68.0,28.0,262906.6,41874.51,23589.66,16251.76,0.22762476199999998,0.070495808,0.079426465,0.0
2026,93.0,0.0,36.0,5.0,2000.0,1.096075,445.53,91.0,5.0,654.19,1.0,1789.8,0.028036714,0.0,1.0,0.0,149.15,0.0,5.0,5.0,4.0,2.0,7940.0,7940.0,6006.0,2015.0,0.794,0.794,1.001,0.0
3413,121.0,0.0,35.0,58.0,149000.0,0.41047147700000003,56638.84,682.0,6.0,58775.67,0.0,0.0,6.2973932139999995,0.0,0.0,0.0,0.0,0.0,65.0,22.0,13.0,4.0,820211.55,411680.36,220499.38,60588.0,0.480498858,0.46049257299999996,0.493287204,0.0
4523,72.0,0.0,40.0,55.0,13000.0,0.8615384620000001,10639.14,9999.0,6.0,3779.46,0.0,0.0,0.45353519999999997,0.0,0.0,0.0,0.0,0.0,18.0,6.0,4.0,1.0,62772.45,26457.1,12557.1,11200.0,0.4023875,0.33919359,0.321976923,0.0
667,0.0,0.0,39.0,9.0,28000.0,0.19193464300000002,302.71,9999.0,6.0,2400.15,0.0,0.0,0.103977617,2.0,3.0,0.0,2555.08,0.0,26.0,19.0,7.0,3.0,36246.3,32081.6,28143.0,19144.0,0.18493010199999999,0.235894118,0.370302632,0.0
2843,79.0,0.0,36.0,19.0,7000.0,0.016857143,112.1,9999.0,6.0,3094.47,0.0,0.0,0.12460953,0.0,0.0,1.0,0.0,1666.67,58.0,15.0,10.0,1.0,34811.09,15996.7,11765.5,90.0,0.543923281,0.432343243,0.560261905,0.0
1380,101.0,0.0,52.0,57.0,136000.0,0.11608433800000001,14928.25,469.0,6.0,11878.82,0.0,0.0,0.9503056000000001,0.0,0.0,0.0,0.0,0.0,98.0,53.0,24.0,11.0,175224.21,83516.2,38737.82,15787.47,0.107367776,0.102348284,0.094945637,0.0
1922,1.0,0.0,49.0,96.0,64500.0,0.0,16230.19,623.0,6.0,75221.76,0.0,0.0,3.61064448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6428,73.0,0.0,40.0,15.0,30000.0,0.057666667000000005,1643.5,9999.0,6.0,3946.14,0.0,0.0,0.4735367999999999,0.0,0.0,0.0,0.0,0.0,55.0,26.0,6.0,2.0,46018.75,27622.99,4848.96,1730.0,0.127829861,0.15346105599999998,0.053877333,0.0
