id,y,city,mar_status,age,xaccount_age,cred_limit,this_bill_rate,this_bill_mp,last_mp_days,six_bill_num,six_bill_avg_amt,six_cycle_mp_num,six_cycle_mp_avg_amt,six_bill_avg_debt_rate,six_bill_low_repay_num,six_optial_mp_num,six_optial_mp_avg_amt,epp_nbr_12m,alop_nbr_12m,epp_avg_amt_12m,alop_avg_amt_12m,consume_num_session12,consume_num_session6,consume_num_session3,consume_num_session,consume_amt_session12,consume_amt_session6,consume_amt_session3,consume_amt_session,month_avg_use_year,month_avg_use_month6,month_avg_use_month3
8643.0,0.0,0.0,0.0,26.0,14.0,4000.0,0.5437425,2066.22,9999.0,6.0,447.07,0.0,0.0,0.0670605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,6.0,4.0,8080.8,4900.85,2412.5,1712.5,0.175669565,0.204202083,0.201041667
8648.0,0.0,49.0,0.0,37.0,6.0,70000.0,0.214685714,14246.2,9999.0,6.0,14210.33,0.0,0.0,0.5684132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,90527.0,90527.0,15000.0,15000.0,0.282896875,0.282896875,0.088235294
8658.0,0.0,54.0,2.0,28.0,22.0,12500.0,0.65744,7600.0,9999.0,6.0,7515.26,0.0,0.0,1.610412857,2.0,0.0,0.0,1.0,1.0,1000.0,2083.33,19.0,12.0,7.0,2.0,93123.2,55243.5,20698.0,8198.0,0.620821333,0.73658,0.551946667
8660.0,0.0,32.0,2.0,31.0,5.0,50000.0,0.0456546,0.0,9999.0,5.0,4565.46,0.0,0.0,0.35575013,4.0,0.0,0.0,0.0,2.0,0.0,4166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8661.0,0.0,72.0,0.0,31.0,6.0,2000.0,0.991,1882.9,9999.0,5.0,1682.82,0.0,0.0,0.1009692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,9.0,1.0,8415.5,8415.5,5258.7,1982.0,0.84155,0.84155,0.87645
8664.0,0.0,1.0,0.0,30.0,21.0,90000.0,0.018518556,0.0,9999.0,6.0,1443.45,0.0,0.0,0.201411628,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8666.0,0.0,62.0,0.0,43.0,88.0,15500.0,0.157676129,494.0,113.0,6.0,11276.35,1.0,7844.79,2.553135849,2.0,0.0,0.0,3.0,6.0,780.4,4500.0,189.0,64.0,14.0,1.0,29317.44,19758.01,5465.11,500.0,0.157620645,0.21245172,0.117529247
8676.0,0.0,19.0,2.0,32.0,58.0,89500.0,0.799850279,59921.35,104.0,6.0,67821.2,1.0,50000.0,10.17318,0.0,0.0,0.0,2.0,2.0,5529.58,5083.33,176.0,63.0,27.0,14.0,797802.47,372075.5,169117.5,63142.5,0.772316041,0.692878026,0.629860335
8682.0,0.0,3.0,2.0,26.0,5.0,3000.0,0.25737,446.21,9999.0,5.0,677.97,0.0,0.0,0.0406782,0.0,0.0,0.0,0.0,2.0,0.0,250.0,82.0,82.0,62.0,12.0,3943.25,3943.25,2360.25,501.66,0.262883333,0.262883333,0.26225
8683.0,0.0,131.0,0.0,41.0,69.0,70000.0,0.319972143,21278.15,989.0,6.0,16581.19,0.0,0.0,2.6529904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,35.0,24.0,14.0,299473.61,116068.32,66031.56,22398.05,0.356516202,0.276353143,0.314436
8684.0,0.0,16.0,2.0,24.0,12.0,8000.0,0.39500125,3001.9,9999.0,6.0,2253.12,0.0,0.0,0.337968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,3160.01,3160.01,3160.01,3160.01,0.39500125,0.39500125,0.39500125
8693.0,0.0,49.0,2.0,29.0,4.0,2000.0,0.975,1849.74,9999.0,4.0,1426.05,0.0,0.0,0.0684504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,5807.1,5807.1,3857.1,1950.0,0.7258875,0.7258875,0.64285
8712.0,0.0,129.0,2.0,27.0,12.0,8000.0,0.26875,2042.5,9999.0,6.0,5252.97,0.0,0.0,0.508351935,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,4.0,1.0,24157.75,7702.0,7660.0,2150.0,0.251643229,0.160458333,0.319166667
8720.0,0.0,1.0,0.0,37.0,89.0,11000.0,0.089788182,0.0,2656.0,6.0,12217.41,0.0,0.0,2.572086316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8726.0,0.0,5.0,2.0,26.0,7.0,15000.0,0.117562,12952.43,9999.0,6.0,8919.53,0.0,0.0,1.321411852,5.0,0.0,0.0,0.0,1.0,0.0,583.33,18.0,17.0,7.0,3.0,12578.4,12360.4,2503.4,34.0,0.119794286,0.137337778,0.055631111
8743.0,0.0,95.0,0.0,28.0,5.0,5000.0,0.1976,4731.81,9999.0,4.0,4408.2,0.0,0.0,0.263176119,2.0,0.0,0.0,0.0,1.0,0.0,166.67,8.0,8.0,6.0,3.0,8936.8,8936.8,6191.0,980.0,0.44684,0.44684,0.412733333
8745.0,0.0,112.0,1.0,50.0,4.0,20000.0,0.049705,0.0,9999.0,4.0,2052.73,0.0,0.0,0.205273,0.0,0.0,0.0,0.0,2.0,0.0,1666.67,36.0,36.0,32.0,0.0,4239.63,4239.63,4118.93,0.0,0.052995375,0.052995375,0.068648833
8758.0,0.0,128.0,0.0,27.0,1.0,8000.0,0.304875,2195.1,9999.0,1.0,2439.0,0.0,0.0,0.344329412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2439.0,2439.0,2439.0,2439.0,0.304875,0.304875,0.304875
8765.0,0.0,125.0,0.0,37.0,9.0,30000.0,0.476002333,13565.79,9999.0,6.0,4590.14,0.0,0.0,0.11016336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,58.0,20.0,2.0,31431.78,22248.14,18695.6,14280.07,0.142871727,0.123600778,0.207728889
8766.0,0.0,28.0,0.0,46.0,5.0,4500.0,0.988444444,4225.6,9999.0,5.0,4454.34,0.0,0.0,0.152720229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,2.0,22247.7,22247.7,13340.0,4440.0,0.988786667,0.988786667,0.988148148
8769.0,0.0,46.0,2.0,26.0,23.0,1500.0,0.0,1225.46,9999.0,6.0,6341.23,0.0,0.0,0.845497333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,40312.52,5582.82,1503.5,0.0,0.995370864,0.620313333,0.334111111
8777.0,0.0,68.0,2.0,30.0,19.0,7000.0,0.0,2846.57,9999.0,6.0,3743.47,0.0,0.0,0.583397922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,3.0,0.0,42877.0,23100.0,12100.0,0.0,0.255220238,0.55,0.576190476
8778.0,0.0,68.0,0.0,31.0,6.0,10000.0,0.481167,3999.44,9999.0,6.0,4344.08,0.0,0.0,0.1737632,0.0,0.0,0.0,1.0,0.0,375.0,0.0,48.0,48.0,26.0,7.0,29918.19,29918.19,15379.23,4428.67,0.4986365,0.4986365,0.512641
8780.0,0.0,48.0,0.0,29.0,10.0,4000.0,0.8719025,2924.32,164.0,6.0,1583.42,0.0,0.0,1.055613333,2.0,0.0,0.0,1.0,1.0,71.65,83.33,14.0,9.0,7.0,3.0,15634.0,13568.0,11011.0,3206.0,0.521133333,0.616727273,0.917583333
8782.0,0.0,0.0,0.0,39.0,7.0,4500.0,0.992666667,4201.52,9999.0,6.0,3361.61,0.0,0.0,1.008483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,1.0,27528.0,23039.0,14058.0,4467.0,0.873904762,0.853296296,1.041333333
8789.0,0.0,129.0,2.0,25.0,14.0,2000.0,0.79108,1502.27,9999.0,6.0,1065.33,0.0,0.0,0.319599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,73.0,50.0,16.0,16910.02,8770.14,4169.1,1717.5,0.704584167,0.730845,0.69485
8792.0,0.0,68.0,0.0,60.0,23.0,15500.0,0.731741935,10774.9,9999.0,6.0,6114.42,0.0,0.0,0.7337304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,33.0,11.0,4.0,92512.37,42992.17,26601.44,11342.0,0.497378333,0.462281398,0.572073978
8802.0,0.0,94.0,0.0,32.0,17.0,30000.0,0.028373333,804.88,9999.0,6.0,2829.14,0.0,0.0,0.189663017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,69.0,26.0,3.0,38721.46,30990.39,21518.49,851.2,0.107559611,0.172168833,0.239094333
8807.0,0.0,68.0,0.0,31.0,5.0,40000.0,0.884975,33629.05,9999.0,5.0,21363.18,0.0,0.0,2.5635816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,15.0,4.0,116815.89,116815.89,89087.89,35399.0,0.687152294,0.687152294,0.809889909
8809.0,0.0,16.0,0.0,37.0,70.0,39500.0,0.258323797,0.0,239.0,6.0,24294.75,0.0,0.0,2.082407143,2.0,0.0,0.0,20.0,0.0,3161.05,0.0,169.0,92.0,55.0,25.0,145943.45,86891.39,63782.77,19689.83,0.307897574,0.366630338,0.538251224
8824.0,0.0,1.0,2.0,37.0,86.0,11000.0,0.583296364,5799.2,9999.0,6.0,13378.52,0.0,0.0,1.0702816,5.0,0.0,0.0,1.0,2.0,587.33,9333.33,25.0,16.0,14.0,3.0,25589.98,6536.64,6439.64,6104.42,0.193863485,0.09904,0.195140606
8828.0,0.0,68.0,0.0,32.0,85.0,15000.0,1.29,14250.0,9999.0,6.0,19684.66,0.0,0.0,2.952699,2.0,0.0,0.0,2.0,0.0,643.92,0.0,27.0,15.0,4.0,1.0,124295.9,83104.0,58064.0,19350.0,0.690532778,0.923377778,1.290311111
8833.0,0.0,46.0,0.0,28.0,1.0,6000.0,0.723818333,3908.44,9999.0,1.0,5372.42,0.0,0.0,0.693215484,0.0,0.0,0.0,0.0,1.0,0.0,250.0,15.0,15.0,15.0,15.0,4342.91,4342.91,4342.91,4342.91,0.723818333,0.723818333,0.723818333
8835.0,0.0,84.0,2.0,23.0,5.0,20000.0,0.230725,17730.99,9999.0,4.0,15712.76,0.0,0.0,2.049490435,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,2.0,21410.2,21410.2,9686.5,4606.5,0.2676275,0.2676275,0.161441667
8847.0,0.0,55.0,2.0,26.0,7.0,4500.0,0.992888889,4021.2,9999.0,1.0,4468.0,0.0,0.0,0.6702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4460.0,4460.0,4460.0,4460.0,0.991111111,0.991111111,0.991111111
8851.0,0.0,112.0,0.0,24.0,21.0,17000.0,1.000705882,8561.4,9999.0,6.0,8321.41,0.0,0.0,3.698404444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,1.0,1.0,83693.72,41297.0,17000.0,17000.0,0.410263333,0.404872549,0.333333333
8857.0,0.0,1.0,0.0,53.0,98.0,7000.0,0.282974286,0.0,9999.0,6.0,8495.14,0.0,0.0,1.699028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8861.0,0.0,74.0,0.0,43.0,17.0,21000.0,0.438095238,10596.2,9999.0,6.0,9161.77,0.0,0.0,4.997329091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,8.0,2.0,108551.58,60757.58,35315.0,9200.0,0.463895641,0.482203016,0.560555556
8867.0,0.0,18.0,0.0,33.0,8.0,50000.0,0.158613,7534.12,9999.0,6.0,10699.15,0.0,0.0,0.588944037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,25.0,6.0,64665.27,64665.27,12844.56,7930.65,0.219204305,0.219204305,0.0856304
8873.0,0.0,46.0,0.0,33.0,3.0,45000.0,0.534933333,22488.94,9999.0,3.0,9775.71,0.0,0.0,0.977571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,3.0,29763.8,29763.8,29763.8,24072.0,0.220472593,0.220472593,0.220472593
8875.0,0.0,84.0,2.0,24.0,15.0,4500.0,0.054688889,3998.82,9999.0,6.0,3448.22,0.0,0.0,0.701332881,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,5.0,3.0,17655.51,5284.37,1183.37,344.97,0.336295429,0.195717407,0.087657037
8876.0,0.0,38.0,0.0,40.0,10.0,28000.0,0.0,17004.52,9999.0,6.0,12168.59,0.0,0.0,1.158913333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,11.0,0.0,79938.0,39938.0,20030.0,0.0,0.356866071,0.277347222,0.238452381
8877.0,0.0,102.0,2.0,28.0,14.0,21000.0,0.07837381,935.74,181.0,6.0,1991.21,0.0,0.0,0.199121,0.0,0.0,0.0,3.0,0.0,753.68,0.0,136.0,51.0,26.0,7.0,23989.56,9290.82,4534.28,1276.99,0.108061081,0.073736667,0.071972698
8884.0,0.0,62.0,0.0,41.0,54.0,36000.0,0.076198056,0.0,60.0,6.0,4647.45,1.0,9845.0,0.56907551,5.0,0.0,0.0,4.0,1.0,2054.08,1250.0,5.0,5.0,5.0,0.0,24649.0,24649.0,24649.0,0.0,0.070025568,0.125760204,0.228231481
8898.0,0.0,1.0,0.0,32.0,54.0,1500.0,0.005333333,7.6,9999.0,6.0,5647.06,0.0,0.0,1.411765,6.0,0.0,0.0,1.0,0.0,594.6,0.0,5.0,1.0,0.0,0.0,7450.14,19.0,0.0,0.0,0.1986704,0.002111111,0.0
8905.0,0.0,17.0,2.0,28.0,8.0,22500.0,0.028148,0.0,209.0,6.0,1450.53,0.0,0.0,0.3481272,4.0,0.0,0.0,1.0,0.0,791.67,0.0,9.0,1.0,0.0,0.0,23500.0,6000.0,0.0,0.0,0.156666667,0.05,0.0
8908.0,0.0,84.0,2.0,29.0,7.0,5500.0,0.426592727,3513.19,9999.0,6.0,1212.06,0.0,0.0,0.121206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,39.0,23.0,6013.95,6013.95,4349.94,2488.76,0.193998387,0.193998387,0.263632727
8920.0,0.0,9.0,0.0,36.0,15.0,6000.0,0.6435,3667.78,9999.0,6.0,2482.12,0.0,0.0,0.1489272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,11.0,6.0,30721.08,17444.1,9299.8,3927.0,0.499529756,0.505626087,0.516655556
8922.0,0.0,1.0,2.0,31.0,73.0,114500.0,0.05876786,4984.05,1109.0,6.0,11741.25,0.0,0.0,1.619482759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,360.0,164.0,67.0,109026.89,37311.95,17382.22,5246.37,0.084845829,0.054311426,0.050603261
8924.0,0.0,84.0,0.0,30.0,15.0,30000.0,0.019679333,560.86,9999.0,6.0,235.04,0.0,0.0,0.017851139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,11.0,8.0,1733.28,1645.28,1280.28,590.38,0.008253714,0.009140444,0.014225333
8936.0,0.0,135.0,0.0,25.0,5.0,19500.0,0.469615385,8699.62,9999.0,5.0,1972.41,0.0,0.0,0.197241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,7.0,3.0,9862.06,9862.06,9487.4,9157.5,0.117405476,0.117405476,0.175692593
8939.0,0.0,112.0,2.0,24.0,5.0,2000.0,0.27142,1190.64,99.0,5.0,1470.76,1.0,954.0,0.360186122,4.0,0.0,0.0,1.0,0.0,79.5,0.0,6.0,6.0,1.0,0.0,1043.1,1043.1,89.1,0.0,0.10431,0.10431,0.01485
8942.0,0.0,52.0,0.0,31.0,7.0,20000.0,1.18,18900.72,9999.0,6.0,12969.71,0.0,0.0,0.978846038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,7.0,3.0,164175.27,160086.27,67121.49,27300.0,1.1726805,1.33405225,1.1186915
8943.0,0.0,1.0,0.0,41.0,5.0,100000.0,0.0424987,3920.64,9999.0,5.0,5076.44,0.0,0.0,0.130165128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,442.0,386.0,120.0,26780.08,26780.08,19821.81,4243.87,0.05356016,0.05356016,0.0660727
8944.0,0.0,88.0,1.0,41.0,15.0,8000.0,0.881475,6248.15,352.0,6.0,1425.82,0.0,0.0,0.77772,5.0,0.0,0.0,1.0,0.0,474.8,0.0,13.0,6.0,3.0,3.0,12596.88,6841.4,6577.0,6577.0,0.170228108,0.180036842,0.32885
8950.0,0.0,46.0,0.0,48.0,95.0,200000.0,0.03919645,0.0,1167.0,6.0,10251.06,0.0,0.0,0.38441475,3.0,0.0,0.0,9.0,1.0,2857.28,9583.33,16.0,10.0,6.0,0.0,39315.0,30345.4,14120.0,0.0,0.01638125,0.025287833,0.023533333
8951.0,0.0,46.0,2.0,32.0,18.0,26000.0,0.035887308,409.45,9999.0,6.0,9749.85,0.0,0.0,1.169982,4.0,0.0,0.0,0.0,3.0,0.0,21500.0,73.0,14.0,5.0,1.0,73847.8,9175.32,1137.3,403.0,0.236691667,0.058816154,0.014580769
8959.0,0.0,7.0,0.0,45.0,2.0,10000.0,0.9308,8842.6,9999.0,2.0,6474.5,0.0,0.0,0.38847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,8809.0,8809.0,8809.0,8300.0,0.44045,0.44045,0.44045
8970.0,0.0,1.0,0.0,40.0,2.0,20000.0,0.3634935,3645.62,9999.0,2.0,5351.12,0.0,0.0,0.25685376,1.0,0.0,0.0,0.0,1.0,0.0,833.33,7.0,7.0,7.0,7.0,3837.5,3837.5,3837.5,3837.5,0.0959375,0.0959375,0.0959375
8975.0,0.0,23.0,2.0,20.0,5.0,20000.0,0.76,14439.56,9999.0,5.0,6268.95,0.0,0.0,0.9403425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,8.0,1.0,32258.99,32258.99,26240.09,15200.0,0.3225899,0.3225899,0.437334833
8984.0,0.0,46.0,2.0,24.0,10.0,55000.0,0.152729636,8856.4,76.0,6.0,16964.16,2.0,17526.45,1.454070857,4.0,0.0,0.0,2.0,2.0,2921.08,1166.67,8.0,4.0,3.0,0.0,38230.0,19774.0,9774.0,0.0,0.079645833,0.065913333,0.059236364
8985.0,0.0,16.0,2.0,36.0,9.0,2000.0,0.99245,1885.65,9999.0,6.0,1404.87,0.0,0.0,0.0842922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,48.0,38.0,28.0,12865.3,9982.9,5878.9,1976.9,0.714738889,0.831908333,0.979816667
8986.0,0.0,16.0,0.0,34.0,3.0,60000.0,0.614494833,35003.52,9999.0,3.0,20438.18,0.0,0.0,0.509892225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,204.0,204.0,77.0,73661.35,73661.35,73661.35,41401.69,0.682049537,0.682049537,0.682049537
8988.0,0.0,36.0,0.0,40.0,19.0,20000.0,0.034645,658.25,288.0,6.0,926.74,0.0,0.0,0.185348,4.0,0.0,0.0,5.0,0.0,741.96,0.0,25.0,10.0,7.0,6.0,26001.26,1050.09,684.8,648.9,0.108338583,0.00875075,0.011413333
8999.0,0.0,125.0,0.0,46.0,23.0,19500.0,0.923076923,17099.39,9999.0,6.0,7660.02,0.0,0.0,0.6128016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,2.0,1.0,139000.0,53600.0,34000.0,18000.0,0.594017094,0.458119658,0.581196581
9000.0,0.0,68.0,0.0,29.0,18.0,4000.0,0.282215,2086.66,303.0,6.0,5939.54,0.0,0.0,1.484885,0.0,0.0,0.0,2.0,0.0,87.33,0.0,20.0,0.0,0.0,0.0,1519.09,0.0,0.0,0.0,0.031647708,0.0,0.0
9011.0,0.0,105.0,2.0,32.0,10.0,21000.0,0.038936667,776.79,9999.0,6.0,579.04,0.0,0.0,0.0694848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,44.0,38.0,18.0,8245.62,4174.74,3675.35,840.02,0.046585424,0.033132857,0.058338889
9023.0,0.0,120.0,0.0,31.0,5.0,21000.0,0.714285714,14082.77,9999.0,5.0,13906.37,0.0,0.0,1.6687644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,3.0,74929.97,74929.97,45000.0,15000.0,0.861264023,0.861264023,0.789473684
9025.0,0.0,68.0,2.0,34.0,78.0,22000.0,0.991126818,20712.84,9999.0,6.0,5319.02,0.0,0.0,0.51062592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,207.0,111.0,42.0,49048.07,37409.07,26133.85,21804.79,0.16683017,0.283402045,0.395967424
9026.0,0.0,47.0,0.0,30.0,23.0,10500.0,0.410285714,2762.6,163.0,6.0,3179.96,0.0,0.0,2.119973333,3.0,0.0,0.0,2.0,0.0,957.11,0.0,11.0,5.0,5.0,2.0,19279.02,10178.0,10178.0,4308.0,0.196724694,0.18175,0.323111111
9028.0,0.0,18.0,0.0,29.0,3.0,20000.0,0.9998795,19000.0,9999.0,3.0,18761.76,0.0,0.0,0.45028224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,5.0,55939.29,55939.29,55939.29,19997.59,0.9323215,0.9323215,0.9323215
9032.0,0.0,37.0,0.0,32.0,10.0,20500.0,0.03067122,597.32,9999.0,6.0,450.62,0.0,0.0,0.180248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,40.0,18.0,15.0,26523.36,8100.16,5440.36,5108.76,0.144936393,0.065854959,0.088461138
9034.0,0.0,83.0,0.0,28.0,22.0,45000.0,0.780102222,32082.71,48.0,6.0,40530.83,1.0,10000.0,6.316492987,0.0,0.0,0.0,1.0,1.0,833.33,10833.33,133.0,69.0,39.0,10.0,401602.29,240952.18,113700.73,34286.27,0.743707944,0.892415481,0.84222763
9037.0,0.0,84.0,0.0,38.0,73.0,2500.0,0.982,2329.96,2179.0,6.0,1555.48,0.0,0.0,0.1866576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,2.0,1.0,80886.19,11149.13,4913.0,2455.0,0.951602235,0.743275333,0.655066667
9049.0,0.0,49.0,0.0,35.0,7.0,50000.0,0.526,24985.0,9999.0,6.0,20892.29,0.0,0.0,1.519439273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,8.0,2.0,195961.0,146246.0,75850.0,26300.0,0.559888571,0.487486667,0.505666667
9057.0,0.0,16.0,0.0,33.0,5.0,23000.0,0.291486957,6368.99,9999.0,5.0,2982.8,0.0,0.0,0.59656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,2104.2,2104.2,104.2,104.2,0.023123077,0.023123077,0.001708197
9062.0,0.0,16.0,2.0,26.0,23.0,48000.0,0.31525,14375.4,9999.0,6.0,27835.23,0.0,0.0,0.8350569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,9.0,4.0,354150.71,156758.71,73803.0,15132.0,0.614844983,0.544301076,0.512520833
9067.0,0.0,114.0,2.0,29.0,19.0,12000.0,0.171555833,4820.88,162.0,6.0,3338.83,0.0,0.0,0.5008245,6.0,0.0,0.0,2.0,0.0,808.33,0.0,11.0,4.0,2.0,1.0,14592.55,5953.0,2525.0,1515.0,0.101337153,0.082680556,0.070138889
9068.0,0.0,36.0,0.0,61.0,56.0,2500.0,0.0,724.98,1287.0,6.0,2738.9,0.0,0.0,0.801629268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9079.0,0.0,95.0,1.0,33.0,2.0,6000.0,0.908,5175.6,9999.0,2.0,5395.25,0.0,0.0,0.8092875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,10790.5,10790.5,10790.5,5448.0,0.899208333,0.899208333,0.899208333
9088.0,0.0,1.0,2.0,29.0,102.0,70000.0,0.158442714,235.47,22.0,6.0,41028.42,1.0,60058.78,2.4617052,0.0,0.0,0.0,3.0,0.0,5838.23,0.0,213.0,179.0,91.0,2.0,409109.61,267917.04,120786.8,227.86,0.48703525,0.637897714,0.575175238
9094.0,0.0,84.0,0.0,28.0,2.0,50000.0,0.019117,908.06,9999.0,2.0,4278.68,0.0,0.0,0.1711472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,7.0,8557.35,8557.35,8557.35,955.85,0.0855735,0.0855735,0.0855735
9103.0,0.0,34.0,2.0,29.0,80.0,4000.0,0.12275,3601.45,9999.0,6.0,1391.68,0.0,0.0,0.642313846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,16.0,6.0,11577.21,7264.36,7046.46,491.0,0.241191875,0.302681667,0.587205
9110.0,0.0,68.0,2.0,31.0,72.0,78500.0,0.015427516,58799.69,2115.0,6.0,76809.58,0.0,0.0,8.379226909,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,14.0,2.0,0.0,52915.55,25367.95,7288.0,0.0,0.05617362,0.053859766,0.030946921
9115.0,0.0,114.0,0.0,41.0,4.0,10000.0,0.947275,8723.33,9999.0,3.0,7620.54,0.0,0.0,0.4572324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,7.0,29671.92,29671.92,29671.92,9472.75,0.989064,0.989064,0.989064
9122.0,0.0,104.0,0.0,37.0,10.0,8000.0,0.9329175,5164.57,9999.0,6.0,1060.76,0.0,0.0,0.34403027,0.0,0.0,0.0,1.0,0.0,201.67,0.0,24.0,19.0,8.0,1.0,22824.3,17206.85,14470.9,7060.0,0.351143077,0.382374444,0.602954167
9123.0,0.0,85.0,0.0,37.0,75.0,34000.0,0.0,27190.19,458.0,6.0,28553.39,0.0,0.0,1.37056272,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,0.0,0.0,34580.8,12449.2,0.0,0.0,0.084756863,0.06102549,0.0
9124.0,0.0,3.0,0.0,39.0,15.0,15000.0,0.320114,3859.85,60.0,6.0,4962.96,1.0,8864.5,0.2977776,2.0,0.0,0.0,1.0,0.0,738.71,0.0,31.0,24.0,20.0,2.0,50632.55,27714.5,14922.5,4055.0,0.289328857,0.307938889,0.331611111
9125.0,0.0,20.0,0.0,30.0,2.0,45000.0,0.021607778,922.78,9999.0,2.0,5867.99,0.0,0.0,0.4694392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,1469.35,1469.35,1469.35,972.35,0.016326111,0.016326111,0.016326111
9130.0,0.0,25.0,0.0,29.0,10.0,29000.0,0.702944138,19177.66,9999.0,6.0,18172.52,0.0,0.0,5.451756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,35.0,9.0,149411.81,149411.81,67758.89,20385.38,0.996078733,0.996078733,0.778837816
9137.0,0.0,117.0,2.0,26.0,14.0,4000.0,0.25,950.0,9999.0,6.0,2714.29,0.0,0.0,0.814287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,3.0,1.0,37000.0,21000.0,9000.0,1000.0,0.787234043,0.875,0.75
9139.0,0.0,3.0,2.0,26.0,15.0,3000.0,1.0,2849.52,9999.0,6.0,2249.71,0.0,0.0,0.224971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,40.0,5.0,1.0,23845.07,16020.97,8970.5,3000.0,0.794835667,0.890053889,0.996722222
