city,mar_status,age,xaccount_age,cred_limit,this_bill_rate,this_bill_mp,last_mp_days,six_bill_num,six_bill_avg_amt,six_cycle_mp_num,six_cycle_mp_avg_amt,six_bill_avg_debt_rate,six_bill_low_repay_num,epp_nbr_12m,alop_nbr_12m,epp_avg_amt_12m,alop_avg_amt_12m,consume_num_session12,consume_num_session6,consume_num_session3,consume_num_session,consume_amt_session12,consume_amt_session6,consume_amt_session3,consume_amt_session,month_avg_use_year,month_avg_use_month6,month_avg_use_month3,target
90,0,48,7,20000,0.9835,18681.75,9999,4,7880.75,0,0,0.788075,0,0,0,0,0,8,8,7,4,31623,31623,27985,19670,0.3952875,0.3952875,0.466416667,0
1,2,29,1,2000,0,0,9999,1,2125,0,0,0.209016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,30,11,41500,0.113409398,234.17,30,6,7615.44,4,5565.1675,1.015392,1,6,2,4436.32,1333.33,65,22,9,2,83165.39,23979.99,11469.99,218.5,0.194995053,0.096305181,0.092128434,0
0,0,41,1,30000,0.232666667,6282,9999,1,7030,0,0,0.8436,0,0,0,0,0,1,1,1,1,6980,6980,6980,6980,0.232666667,0.232666667,0.232666667,0
68,0,27,15,6000,0.340068333,1624.21,351,6,1906.95,0,0,0.38139,3,1,4,214.86,3666.67,89,18,7,4,5209.26,3076.46,1790.5,1701.7,0.100178077,0.109873571,0.11190625,0
14,0,44,14,40000,0.05528375,14.63,119,6,6425.35,2,1945.86,0.9638025,3,13,2,1883.79,3000,47,17,3,0,33516.82,19042.5,10712,0,0.088202158,0.086556818,0.089266667,0
36,2,21,9,2500,0.7204,1710.95,9999,5,646.04,0,0,0.1550496,1,0,0,0,0,3,3,3,2,3668,3668,3668,1801,0.7336,0.7336,0.7336,0
129,2,24,1,2000,1,1800,9999,1,2000,0,0,0.3,0,0,0,0,0,1,1,1,1,2000,2000,2000,2000,1,1,1,1
135,0,40,15,18000,0.000444444,7916.2,411,6,5315.82,0,0,0.4252656,3,0,0,0,0,4,4,3,0,24060,24060,16060,0,0.111388889,0.222777778,0.297407407,0
135,2,29,15,2000,0.83963,1595.3,9999,6,1020.01,0,0,0.680006667,0,0,0,0,0,311,220,150,64,14246.68,8092.07,4076.92,1671.26,0.593611667,0.674339167,0.679486667,0
19,0,38,70,25000,0.1530564,19691.85,294,6,15411.03,0,0,1.8493236,1,1,0,1406.41,0,14,7,5,1,53160.9,36321,27665,2400,0.177203,0.24214,0.368866667,0
1,2,28,20,9000,0.113055556,966.62,9999,6,2405.78,0,0,0.1924624,1,0,0,0,0,24,24,12,6,14355.16,14355.16,7334.6,1017.5,0.398754444,0.398754444,0.271651852,0
1,0,31,9,35000,0.9745,32402.12,9999,6,26453.5,0,0,1.900850299,0,0,0,0,0,20,14,8,3,190853.5,141107.5,78809.27,34107.5,0.669661404,0.671940476,0.750564476,0
121,2,23,5,2000,0.994185,1888.34,9999,4,971.64,0,0,0.033313371,0,0,0,0,0,63,63,61,12,8677.04,8677.04,6794.21,1988.38,1.08463,1.08463,1.132368333,0
121,0,31,9,3000,0.306666667,2812.78,9999,6,2571.27,0,0,0.3856905,0,0,0,0,0,20,10,3,1,15910.41,10178,4198,920,0.589274444,0.565444444,0.466444444,0
67,1,32,7,30000,1.0006,28485.89,9999,6,18361.23,0,0,2.003043273,0,0,0,0,0,67,60,43,2,136900.76,128662.85,86983.95,30018,0.760559778,0.804142813,0.966488333,0
1,1,55,90,37500,0.261475467,10360.06,9999,6,4514.11,0,0,0.888021639,0,0,0,0,0,243,122,55,24,89490.38,44754.06,34615.11,20360.93,0.198867511,0.198906933,0.307689867,0
28,2,25,2,10000,0.6111,5499.9,9999,1,6111,0,0,0.531391304,0,0,0,0,0,1,1,1,1,6111,6111,6111,6111,0.6111,0.6111,0.6111,0
28,2,33,92,6000,0,2869.18,9999,6,890.84,0,0,0.2138016,1,0,0,0,0,3,1,1,0,7418,3188,3188,0,0.103027778,0.088555556,0.177111111,0
1,2,32,28,100000,0.1562153,13598.33,9999,6,33067.24,0,0,0.9920172,0,0,0,0,0,1242,596,368,116,454965.78,242542.26,101653.82,19396.53,0.37913815,0.4042371,0.338846067,0
1,0,33,3,100000,0.2026103,19741.98,9999,3,11100.39,0,0,0.284625385,0,0,0,0,0,333,333,333,119,32422.89,32422.89,32422.89,20897.5,0.16211445,0.16211445,0.16211445,0
94,0,50,55,173000,0.240529769,28416.3,50,6,37180.63,1,30934.69,3.432058154,3,8,4,14779.21,15500,91,43,30,6,294462.85,115795.97,81429.6,29984,0.14184145,0.111556811,0.15689711,0
64,0,36,7,4000,0.248105,3718.6,9999,6,2666.54,0,0,0.266654,0,0,0,0,0,77,66,41,16,3800.91,3020.46,1895.66,684.51,0.172768636,0.151023,0.157971667,0
116,2,40,5,9000,0.041906667,26.6,73,5,1411.43,1,2405.11,0.0846858,4,1,2,200.43,500,1,1,0,0,2813,2813,0,0,0.078138889,0.078138889,0,0
68,0,37,3,20000,0.096541,1500.67,9999,3,805.48,0,0,0.031179871,0,0,0,0,0,45,45,45,17,3847.27,3847.27,3847.27,1930.82,0.064121167,0.064121167,0.064121167,0
26,2,26,19,4000,0.5883075,1766.32,91,6,328.08,1,805.6,0.131232,0,1,0,67.13,0,52,17,10,5,9152.3,4347.1,3154.7,2278.1,0.190672917,0.181129167,0.262891667,0
30,0,48,19,35000,1.000285714,33229.12,9999,6,29930.78,0,0,1.7958468,0,0,0,0,0,140,94,58,16,409888.26,210386.26,105304.88,35002,0.975924429,1.001839333,1.002903619,0
16,2,31,7,2000,0.305625,580.69,9999,5,1612.45,0,0,0.13821,1,0,1,0,166.67,60,60,32,9,7487.58,7487.58,5523.57,611.25,0.748758,0.748758,0.920595,0
63,0,27,9,10000,0.421325,3085.88,100,6,3570.53,1,6718.2,0.8569272,0,1,0,559.85,0,18,11,4,2,32956.9,20625.7,6774.7,3240.4,0.366187778,0.343761667,0.225823333,1
46,2,24,14,9000,1.154546667,3646.84,60,6,2339.9,1,5075,0.244163478,0,1,0,422.92,0,8,8,5,4,16095,16095,15035,9960,0.149027778,0.298055556,0.556851852,1
62,2,35,54,58000,0.357137931,0,968,6,268972.19,0,0,40.3458285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,28,8,21000,0.627717619,12459.72,9999,6,4728.12,0,0,0.535258868,0,1,0,66.58,0,60,60,40,16,28409.34,28409.34,24881.86,13914.49,0.270565143,0.270565143,0.394950159,0
90,0,31,5,50000,0.222,10536.45,9999,5,7842.2,0,0,0.855512727,0,0,0,0,0,9,9,6,1,39359,39359,38190,11100,0.167485106,0.167485106,0.26337931,0
67,0,34,23,12000,0.16575,1889.55,9999,6,2398.6,0,0,1.43916,1,0,0,0,0,88,49,25,8,28551.48,18995.1,13378,1989,0.269353585,0.263820833,0.371611111,0
5,0,38,12,4000,0.87625,3329.75,9999,6,2397.91,0,0,0.2877492,0,0,0,0,0,17,9,4,1,25711.8,16785.4,9771,3505,0.612185714,0.699391667,0.81425,0
131,0,35,28,85000,0.097089529,7839.98,137,6,6088.05,1,13248.25,0.40587,1,5,0,1194.41,0,318,97,69,29,152214.75,31227.91,12816.16,8252.61,0.164734578,0.061231196,0.050259451,0
21,0,37,18,30000,0.687431667,22772.4,9999,6,11291.15,0,0,1.220664865,0,0,0,0,0,141,76,46,15,168118.22,79050.31,50777.23,23970.95,0.560394067,0.439168389,0.564191444,0
117,0,48,10,40000,0.25,9492.4,9999,6,7136,0,0,0.494982659,0,0,0,0,0,5,3,2,1,71272,50000,30000,10000,0.237573333,0.238095238,0.25,0
79,0,46,2,2000,0.68317,981.35,9999,2,1318.84,0,0,0.197826,0,0,1,0,83.33,4,4,4,1,1942.01,1942.01,1942.01,1033,0.4855025,0.4855025,0.4855025,0
83,0,22,9,2000,0.36209,687.97,9999,6,1007.31,0,0,0.1208772,0,0,0,0,0,89,69,41,14,9416.38,7051.2,3694.04,724.18,0.523132222,0.5876,0.615673333,0
130,2,24,2,2000,0.98,1764,9999,1,1995.5,0,0,0.323594595,0,0,0,0,0,1,1,1,1,960,960,960,960,0.48,0.48,0.48,1
84,2,28,17,2500,0,2165.66,9999,6,1652.9,0,0,0.33058,3,0,0,0,0,48,15,3,0,19515.38,3475.6,3130.88,0,0.661538305,0.231706667,0.417450667,0
68,2,30,22,21000,0.03746381,727.51,9999,6,2141.65,0,0,0.256998,0,0,0,0,0,158,87,45,15,63592.11,18096.81,8292.24,786.74,0.252349643,0.143625476,0.131622857,0
49,0,28,23,10500,0.982380952,9777.44,9999,6,10613.72,0,0,7.075813333,0,0,2,0,2000,114,47,20,10,96704.25,54980.2,32847,10315,0.952751232,0.924036975,1.042761905,0
36,2,27,15,5500,1.023090909,5225,9999,6,1404.99,0,0,0.280998,0,0,0,0,0,38,14,12,3,14154.6,10111.9,10097,5627,0.262122222,0.337063333,0.611939394,0
57,2,22,21,12500,0.00096,0,43,6,2379.53,1,7531.6,0.5948825,2,1,0,627.63,0,7,2,1,0,38528,15278,7928,0,0.351853881,0.248422764,0.211413333,0
1,2,33,88,21000,0.952880952,19009.97,9999,6,16734,0,0,2.00808,0,0,0,0,0,55,33,15,5,149148.28,117256,51245.26,20010.5,0.606293821,0.930603175,0.813416825,0
125,2,24,5,21000,0.837761905,16713.35,9999,5,14957.97,0,0,1.7949564,0,0,0,0,0,74,74,52,4,86405.06,86405.06,49424.76,17585,0.993161609,0.993161609,0.867101053,0
135,0,38,10,50000,0.0225536,0,9999,6,4545.1,0,0,0.303006667,2,0,2,0,5583.33,15,15,1,0,6893.98,6893.98,4878.76,0,0.022979933,0.022979933,0.032525067,0
125,0,46,23,19500,0.923076923,17099.39,9999,6,7660.02,0,0,0.6128016,0,0,0,0,0,13,4,2,1,139000,53600,34000,18000,0.594017094,0.458119658,0.581196581,0
90,0,34,8,100000,0.484494,46026.68,9999,6,36794.31,0,0,1.1038293,0,0,0,0,0,456,341,126,38,305848.04,257717.76,145499.73,48443.4,0.38231005,0.4295296,0.4849991,0
0,2,21,3,2000,0.929995,1766.99,9999,3,1471.09,0,0,0.3530616,0,0,0,0,0,21,21,21,5,4413.26,4413.26,4413.26,1859.99,0.735543333,0.735543333,0.735543333,0
130,0,29,10,10000,0.97802,9165.79,9999,6,2443.98,0,0,0.0366597,0,0,0,0,0,37,20,12,8,22812.78,19171.83,10112.2,9780.2,0.253475333,0.3195305,0.337073333,0
84,0,37,18,15000,0,5809.69,425,6,17195.61,0,0,2.5793415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,58,54,75000,0,5373.44,987,6,111990.4,0,0,4.479616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,30,5,30000,0.000266667,27079.89,9999,5,17018.16,0,0,2.552724,0,0,0,0,0,16,16,13,0,65488,65488,46481,0,0.545733333,0.545733333,0.5810125,0
102,0,26,9,4000,0.03325,1593.08,9999,6,1114.05,0,0,0.66843,0,0,0,0,0,59,44,20,4,3873.51,2805.25,1032,133,0.121047188,0.116885417,0.086,0
117,0,44,21,30500,0.000655738,19,80,6,10779.74,1,15142,1.616961,1,3,1,2451.83,9166.67,26,10,3,0,89255.75,39827.15,21280,0,0.243868169,0.217634699,0.232568306,0
59,0,31,7,19500,0.001435897,0,11,6,9601.59,1,11526.96,1.645986857,4,1,1,960.58,83.33,12,11,0,0,14992,14766,0,0,0.126514768,0.142666667,0,0
65,2,25,23,4000,0.207525,788.59,9999,6,874.7,0,0,0.477109091,0,0,0,0,0,52,22,10,3,11255.56,6098.87,2230.18,830.1,0.212369057,0.254119583,0.185848333,0
16,0,28,2,100000,0.1008281,9578.57,9999,2,7480.05,0,0,0.215770673,0,0,0,0,0,51,51,51,31,14972.19,14972.19,14972.19,10094.81,0.07486095,0.07486095,0.07486095,0
33,0,39,10,28000,0.119852143,0,237,6,5824.75,0,0,0.713234694,3,3,3,743.17,2833.33,11,7,6,1,6617.7,199.7,177.1,36,0.025850391,0.00118869,0.002108333,0
16,2,25,12,2000,0.8985,1707.15,9999,6,1616.12,0,0,0.083233648,0,0,0,0,0,41,29,9,1,22954.81,11734.68,5789,1797,0.956450417,0.97789,0.964833333,0
46,0,32,11,7000,0.143321429,1695.94,43,6,3118.06,2,2985.74,0.1247224,3,4,1,808.29,1083.33,23,15,6,0,13423.23,6371.02,3276.43,0,0.200346716,0.151690952,0.156020476,1
119,2,25,21,7000,1.003434286,6650,9999,6,5162.55,0,0,1.510990244,1,0,0,0,0,617,261,152,25,64815.9,39716.82,24344.15,7012.04,1.02882381,1.01838,1.159245238,0
5,0,38,14,30000,0.151379333,26.6,30,6,5506.9,4,4114.3625,0.440552,1,10,0,4513.38,0,25,11,9,0,74977,22934,10791,0,0.21422,0.127411111,0.1199,0
0,0,40,8,50000,0.54348,25793.45,9999,6,38808.71,0,0,4.6570452,0,0,0,0,0,17,15,7,2,316569,271704,127094,27174,0.931085294,0.921030508,0.847293333,0
41,0,41,39,130000,0.292538462,35850.81,9999,6,14002.31,0,0,0.8401386,0,0,0,0,0,49,28,13,4,133335.25,98287.73,61102.69,38030,0.108402642,0.142445986,0.156673564,0
35,0,30,19,10000,0.03371,4602.53,242,6,6069.74,0,0,0.539532444,5,2,0,479.43,0,13,5,2,1,13279.2,4718.2,1293.6,43.6,0.11066,0.078636667,0.04312,0
121,1,36,2,16000,0.71576875,10860.68,9999,2,5791.9,0,0,0.565063415,0,0,0,0,0,69,69,69,66,11882.8,11882.8,11882.8,11731.3,0.3713375,0.3713375,0.3713375,1
65,2,29,15,39000,0.537943077,24487.47,80,6,12724.09,1,5106,1.9086135,1,1,1,425.5,2500,11,4,2,1,40197,26067,20100,20000,0.127609524,0.115853333,0.171794872,1
85,0,46,74,31000,0,334.5,9999,6,42586.27,0,0,2.04414096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,28,14,40000,0.925,35150,9999,6,30904.19,0,0,7.4170056,1,0,0,0,0,29,29,22,7,133417.45,133417.45,103444.8,37000,0.833859062,0.833859062,0.86204,0
1,2,34,123,56000,0.61295,27768.74,9999,6,8868.67,0,0,0.361986531,0,0,0,0,0,360,60,32,18,154716.05,67870.37,55373.16,34325.2,0.288649347,0.265118633,0.407155588,0
20,0,40,70,11500,0,996.72,1449,6,12400.86,0,0,1.9841376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,24,22,8000,0.500125,3755.02,9999,6,3514.7,0,0,0.562352,0,0,0,0,0,15,10,5,1,25176,20941,12001,4001,0.370235294,0.551078947,0.60005,0
62,2,30,54,200000,0.098549,18722.03,1017,6,8647.53,0,0,0.3459012,0,0,0,0,0,32,19,7,7,136579.01,60798.49,19960.8,19960.8,0.056907921,0.050665408,0.033268,0
135,2,24,5,5000,0.91514,4346.91,9999,3,4071.71,0,0,0.542894667,0,0,0,0,0,9,9,9,4,12257.6,12257.6,12257.6,4575.7,0.817173333,0.817173333,0.817173333,0
121,0,50,5,10000,1.0935,7782.68,9999,5,7327.28,0,0,0.1099092,0,0,0,0,0,28,28,15,2,52619.3,52619.3,41006.3,10900,1.052386,1.052386,1.366876667,0
0,0,39,14,14000,0.92,12234.38,9999,6,21203.74,0,0,1.957268308,0,0,0,0,0,39,16,7,1,301472.29,148727.39,68529,12880,0.936249348,0.965762273,0.978985714,0
75,0,47,9,7000,0.086345714,12.89,87,6,1513.02,2,2723.535,0.238897895,0,3,2,622.17,166.67,53,41,8,1,10359.07,7879.56,1521.73,15.9,0.19183463,0.187608571,0.072463333,0
3,2,27,7,8000,0.091625,696.35,9999,6,336.5,0,0,0.039588235,1,0,0,0,0,3,3,3,3,733,733,733,733,0.091625,0.091625,0.091625,1
81,0,37,10,2000,0.9995,1898.07,9999,6,1716.13,0,0,0.228817333,0,0,0,0,0,12,6,3,1,19741,11988,5992,1999,0.98705,0.999,0.998666667,0
84,0,30,56,33000,0.131724242,27212.13,9999,6,18109.41,0,0,1.609725333,5,0,0,0,0,51,23,18,11,88077.4,44365.4,20455.5,9408.1,0.222417677,0.224067677,0.206621212,0
68,2,30,19,7000,0,2846.57,9999,6,3743.47,0,0,0.583397922,0,0,0,0,0,14,5,3,0,42877,23100,12100,0,0.255220238,0.55,0.576190476,0
17,2,30,22,5500,0.150449091,665,9999,6,602.43,0,0,0.1506075,0,0,0,0,0,49,18,9,7,16579.4,5758.47,3015.47,827.47,0.259053125,0.174499091,0.182755758,0
121,2,26,6,24000,0.42225,9586.73,9999,6,10199.93,0,0,0.849994167,0,0,0,0,0,16,16,7,2,59673,59673,32365,10126,0.510025641,0.510025641,0.449513889,0
0,0,27,2,20000,0.15377,2749.86,9999,1,3055.4,0,0,0.872971429,0,0,0,0,0,7,7,7,7,7074.4,7074.4,7074.4,7074.4,0.35372,0.35372,0.35372,1
0,2,25,6,23000,0.141728261,3096.62,9999,6,2141.31,0,0,0.142754,0,0,0,0,0,89,89,67,32,18229.05,18229.05,12375.1,3954.25,0.159903947,0.159903947,0.179349275,0
52,0,29,32,10500,0.119714286,1194.15,9999,6,4207.27,0,0,1.0097448,0,0,0,0,0,15,7,4,1,48636.86,29450.88,10290.88,1257,0.421098355,0.467474286,0.326694603,0
9,0,33,1,10000,0.320445,2473.11,9999,1,3204.45,0,0,0.384534,0,0,1,0,416.67,10,10,10,10,2747.9,2747.9,2747.9,2747.9,0.27479,0.27479,0.27479,0
68,0,27,11,42000,0.095004524,2542.01,176,6,2113.8,0,0,0.169104,2,1,0,657.2,0,22,11,8,7,18695.27,6541.43,3168.8,2675.8,0.059162247,0.030284398,0.025149206,0
23,0,25,3,20000,0.9262,16671.6,9999,1,18524,0,0,2.22288,0,0,0,0,0,1,1,1,1,18500,18500,18500,18500,0.925,0.925,0.925,0
46,2,24,16,2000,1.003,1900,9999,6,3407.49,0,0,0.743452364,0,0,0,0,0,44,19,4,1,59218.27,25339.97,8980.85,1998,1.09663463,1.055832083,0.997872222,0
89,0,34,8,6500,1.003538462,6170.08,9999,6,4701.27,0,0,1.025731636,1,0,1,0,83.33,34,30,12,3,30377.98,27186.88,20036.09,6523,0.690408636,0.776768,1.027491795,0
0,2,24,10,3000,3.333333333,2850,9999,2,3000,0,0,1.384615385,0,0,0,0,0,8,8,8,3,16000,16000,16000,10000,2.666666667,2.666666667,2.666666667,0
1,2,29,67,33500,0.161393731,5134.65,9999,6,4078.52,0,0,0.556161818,0,0,0,0,0,1472,898,455,152,53077.41,29922.74,18608.99,6204.43,0.159152654,0.17246536,0.207921676,0
78,2,26,1,20000,0.98705,17766.9,9999,1,19791,0,0,1.58328,0,0,0,0,0,6,6,6,6,19741,19741,19741,19741,0.98705,0.98705,0.98705,1
2,0,24,10,45000,0.380783778,13582,13,6,6287.3,4,2999.1975,2.039124324,0,6,1,3060.08,833.33,83,53,25,14,63068.96,40028.22,21311.72,14270.72,0.140153244,0.148252667,0.157864593,1
69,1,39,5,4000,0.4188075,1491.02,119,5,1171.02,1,1268.85,0.234204,1,1,0,105.74,0,15,15,8,5,3600.35,3600.35,1850.4,1312.7,0.211785294,0.211785294,0.168218182,1
94,2,30,23,10500,0.792095238,7655.86,261,6,1376.58,0,0,0.294981429,4,1,0,308.75,0,4,1,1,1,19750,8050,8050,8050,0.278169014,0.178888889,0.298148148,0
29,0,38,9,4500,0.556666667,2379.75,9999,6,1233.9,0,0,0.185085,0,0,0,0,0,31,22,12,4,16968.64,10301.36,6030.7,2505,0.418978765,0.381531852,0.446718519,0
88,0,33,15,12500,0.2099832,968.22,30,6,4236.74,4,2235.18,1.694696,1,9,2,1412.77,1833.33,142,81,32,13,21219.25,10906.93,7215.48,1011.18,0.178313025,0.160396029,0.1924128,1
15,0,42,7,6000,1,5699.33,9999,6,3460.31,0,0,0.4152372,0,0,0,0,0,15,14,7,2,29214.2,24257,18000,6000,0.69557619,0.673805556,1,0
46,2,30,14,4000,0.9196,3494.48,334,6,897.74,1,1701.25,0.086878065,1,1,0,141.77,0,2,2,2,2,3678.4,3678.4,3678.4,3678.4,0.9196,0.9196,0.9196,1
84,2,24,1,15000,0.207062,2795.34,9999,1,3105.93,0,0,0.2484744,0,0,0,0,0,4,4,4,4,3105.93,3105.93,3105.93,3105.93,0.207062,0.207062,0.207062,0
22,0,31,6,15000,0.198794,1328.24,30,6,5672.13,5,3633.38,0.591874435,2,5,0,1513.91,0,36,36,4,1,17428.77,17428.77,6084,1440,0.193653,0.193653,0.1352,1
17,0,29,7,20000,0.5005285,9510.04,9999,6,7228.09,0,0,0.407216338,0,0,0,0,0,32,31,23,9,50749.47,50737.47,10767.97,10010.57,0.362496214,0.42281225,0.179466167,0
102,2,22,5,2000,0.449,853.1,9999,3,315.98,0,0,0.080675745,0,0,0,0,0,2,2,2,1,947.95,947.95,947.95,898,0.157991667,0.157991667,0.157991667,0
121,0,29,13,6000,0.038983333,5569.82,9999,6,5865.63,0,0,1.4077512,2,0,1,0,2083.33,229,32,9,3,23506.67,6502.89,2393.6,225.9,0.326481528,0.180635833,0.132977778,0
41,2,25,20,1000,1.055,897.75,9999,6,726.14,0,0,0.217842,0,0,0,0,0,148,67,56,3,11922.69,5798.32,2930.83,1055,0.9935575,0.966386667,0.976943333,0
16,0,40,3,100000,0.0853831,8111.39,9999,3,6179.3,0,0,0.124624538,0,0,0,0,0,139,139,139,64,18679.21,18679.21,18679.21,8542.31,0.062264033,0.062264033,0.062264033,0
48,0,28,12,45000,0.6224,42716.52,9999,6,38707.58,0,0,1.5483032,3,0,0,0,0,17,8,4,1,99740,46000,34700,28000,0.184703704,0.17037037,0.257037037,0
0,0,28,13,2500,1,2288.13,9999,6,898.92,0,0,0.179784,0,0,0,0,0,8,4,3,1,12410.31,6475.3,4480,2500,0.486678824,0.479651852,0.597333333,0
16,1,30,17,21000,1.000238095,19913.66,9999,6,17715.46,0,0,1.968384444,0,0,0,0,0,55,38,15,4,245402.5,123079,59995,20997,0.973819444,0.97681746,0.952301587,0
134,2,25,6,3000,0.813333333,2293.99,9999,6,2609.19,0,0,0.602120769,1,0,0,0,0,12,12,1,1,4071.96,4071.96,2440,2440,0.22622,0.22622,0.271111111,0
78,0,28,17,26000,0.248197308,6130.47,9999,6,4407.28,0,0,0.587637333,0,0,0,0,0,261,163,115,23,67460.74,35111.29,29643.19,8333.13,0.216220321,0.225072372,0.380040897,0
125,0,37,23,2000,0.12274,1381.56,425,6,587.42,0,0,0.391613333,1,0,0,0,0,52,39,36,3,3593.64,2553.21,2323.22,237.48,0.149735,0.2127675,0.387203333,0
36,0,32,10,60000,0.336666667,19189.43,9999,3,22886.27,0,0,2.953067097,0,0,0,0,0,26,26,26,7,68670.4,68670.4,68670.4,20200,0.42919,0.42919,0.42919,0
30,0,31,18,38000,0.377965,7738.7,9999,6,3937.65,0,0,0.5906475,0,1,0,1666.67,0,84,56,38,11,162536.59,70926.97,44931.54,13350,0.400336429,0.311083202,0.394136316,0
84,2,26,23,2000,1.40067,1252.1,119,6,1000.71,1,900,0.66714,0,2,0,158.33,0,8,6,4,3,5369,4816,2916,2718,0.223708333,0.401333333,0.486,1
65,0,43,12,10000,0.333133,1898.1,119,6,4300,1,8000,0.469090909,1,1,0,666.67,0,86,20,4,1,84451.57,30579.5,3423.2,1998,0.703763083,0.509658333,0.114106667,0
121,0,29,17,25000,0.1932576,3336.4,181,6,2702.42,0,0,0.405363,2,1,0,1979.17,0,53,28,13,10,285296.76,10296.76,8724.05,3711,0.7132419,0.068645067,0.116320667,0
117,0,39,10,20000,0.9904,18822.35,9999,6,11298.32,0,0,1.329214118,0,0,0,0,0,35,20,15,5,124390.5,79043.5,46963.5,19800,0.691058333,0.658695833,0.782725,0
19,2,27,10,50000,0.4089954,19511.36,9999,6,9373.72,0,0,0.937372,4,16,1,3630.65,4166.67,95,51,45,25,65159.52,15632.1,13905.29,10859.43,0.13031904,0.052107,0.092701933,1
1,0,35,13,18000,1.00085,17100,9999,6,8789.18,0,0,0.234378133,1,0,0,0,0,8,8,8,8,18015.3,18015.3,18015.3,18015.3,1.00085,1.00085,1.00085,0
125,0,45,22,10000,0.266167,5111.59,9999,6,6765.01,0,0,0.32472048,1,4,0,1246.17,0,12,6,2,1,54132,30141,8476,1978,0.4511,0.50235,0.282533333,0
48,2,24,18,16500,0.406545455,6372.6,9999,6,3998.57,0,0,2.399142,0,0,0,0,0,11,6,4,2,53700,27950,15050,6700,0.271212121,0.282323232,0.304040404,0
129,0,36,15,55000,0.468317818,23833.44,253,6,8538.93,0,0,1.2808395,0,3,0,1074.68,0,170,89,67,28,100545.58,53520.12,33935.76,25349.83,0.205195061,0.191143286,0.205671273,1
3,2,21,3,20000,0.0693585,342.16,9999,3,1590.98,0,0,0.159098,0,0,1,0,250,51,51,51,22,2080.75,2080.75,2080.75,470.97,0.034679167,0.034679167,0.034679167,0
95,0,38,26,36000,0.521694722,15818.1,9999,6,22620.59,0,0,0.531207593,0,6,0,2130,0,54,54,14,6,151856.71,151856.71,43267.9,16631,0.703040324,0.703040324,0.400628704,0
18,0,48,84,2000,0,1664.11,9999,6,1639.65,0,0,0.393516,2,0,0,0,0,28,7,3,0,2911.7,446.1,170.8,0,0.121320833,0.037175,0.028466667,0
102,0,45,55,9500,0.134543158,6774.6,211,6,5469.17,0,0,1.286863529,6,4,0,281.92,0,15,6,3,1,11451.3,6171.8,2892,728,0.10045,0.108277193,0.101473684,1
94,0,35,2,20000,0.6265235,11903.4,9999,2,8059.89,0,0,0.9671868,0,0,0,0,0,19,19,19,16,16120.47,16120.47,16120.47,12530.47,0.40301175,0.40301175,0.40301175,0
131,0,37,7,24500,0.43126,9495.25,170,6,6361.99,0,0,0.727084571,0,1,0,570.87,0,19,13,7,1,48031.42,40820.44,32237,9987,0.359785918,0.344476287,0.438598639,0
1,0,36,12,3000,0,0,9999,6,3356.03,0,0,0.875486087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,25,4,45000,0.130242222,3667.85,9999,4,19678.95,0,0,0.787158,0,0,0,0,0,15,15,13,9,87658.42,87658.42,54538.42,5905.99,0.486991222,0.486991222,0.403988296,0
13,0,32,5,20000,1,18999.43,9999,5,7426.4,0,0,0.74264,0,0,0,0,0,13,13,8,2,77173.4,77173.4,70821.8,20000,0.771734,0.771734,1.180363333,0
24,0,40,14,4500,0.250304444,372.91,53,6,1126.36,1,2218.56,0.168954,0,2,0,464.23,0,130,33,8,3,16669.7,6560.3,3507,710,0.308698148,0.242974074,0.259777778,0
81,2,30,10,10500,0.609362857,5902.64,9999,6,5248.43,0,0,0.7872645,0,0,1,0,333.33,26,20,12,4,60345,36448,18400,6200,0.69362069,0.578539683,0.584126984,0
3,0,27,15,5000,0.644582,2130.66,43,6,2393.57,2,2940.315,0.153598075,1,2,1,490.05,83.33,53,22,10,6,20813.44,14399.3,3700,2234.8,0.392706415,0.479976667,0.246666667,0
103,0,31,9,30000,0.960688,27053.16,9999,6,12542.74,0,0,1.750149767,0,2,0,1915.5,0,100,59,29,9,164883.35,97188.85,59583.94,28514.3,0.610679074,0.539938056,0.662043778,0
13,0,50,63,110000,0.545236364,56977.06,9999,6,30945.11,0,0,1.768292,0,0,0,0,0,53,24,12,3,452183.79,216616.19,140682.48,59976,0.388975303,0.365596945,0.457504,0
29,0,25,16,13000,0.504943077,5462.48,44,6,8381.08,2,6588.785,1.5714525,0,2,1,1098.13,4000,205,72,37,18,60565.5,28438.8,14383.04,5730.03,0.438880435,0.3646,0.368795897,1
101,1,32,14,9500,0.948989474,3696.7,30,6,1371.18,1,1237.84,0.274236,0,3,0,893.65,0,53,44,34,11,48394.82,21586.82,18057.12,7968,0.437962172,0.37871614,0.633583158,1
